text_id	uid	profile	gold_type	f1_eval_note	stage1_tuple_source	stage1_n_pairs	stage1_pairs	final_tuple_source	final_n_pairs	final_pairs	final_n_pairs_raw	final_pairs_raw	final_n_pairs_after_rep	final_pairs_after_rep	gold_tuple_source	gold_n_pairs	gold_pairs	gold_n_explicit_pairs	gold_n_implicit_pairs	gold_audit_verdict	delta_pairs_count	stage1_to_final_changed	stage1_to_final_changed_from_delta	drift_any_change	drift_conflict_relevant_change	guided_change	unguided_drift	matches_stage1_vs_gold	matches_final_vs_gold	new_correct_in_final	new_wrong_in_final	risk_flagged	stage1_structural_risk	stage2_structural_risk	risk_resolution	polarity_conflict_raw	polarity_conflict_after_rep	stage_mismatch	unsupported_polarity	aspect_hallucination	alignment_failure_count	validator_s1_risk_ids	validator_s2_risk_ids	moderator_selected_stage	moderator_rules	drift_cause_tag	stage2_adopted_but_no_change	episodic_memory_effect	memory_enabled	memory_retrieved	memory_injected	memory_exposed_to_debate	memory_retrieved_n	memory_used	memory_injected_chars	memory_ids_or_hash	memory_blocked_episode_n	memory_blocked_advisory_n	memory_block_reason	risk_before_sum	risk_after_sum	risk_delta_sum	text
nikluge-sa-2022-train-00203		paper_main	explicit		stage1_tuples	3	샴푸|neutral;약산성|neutral;유수분의 균형|neutral	final_tuples	3	샴푸|negative;약산성|negative;유수분의 균형|negative	3	샴푸|negative;약산성|negative;유수분의 균형|negative	3	샴푸|negative;약산성|negative;유수분의 균형|negative	inputs.gold_tuples	1	샴푸|positive	1	0	explicit	0	1	1	1	1	1	0	0	0	0	3	1	1	0	1	0	0	0	1	1	2			stage2	RuleB	stage2_selected	0	1	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	약산성이라 유수분의 균형을 맞춰주는 샴푸랍니다!
nikluge-sa-2022-train-02325		paper_main	explicit		stage1_tuples	2	끈적임|neutral;수분에센스겔타입|neutral	final_tuples	2	끈적임|neutral;수분에센스겔타입|neutral	2	끈적임|neutral;수분에센스겔타입|neutral	2	끈적임|neutral;수분에센스겔타입|neutral	inputs.gold_tuples	1	수분에센스겔타입|positive	1	0	explicit	0	0	1	0	0	1	0	0	0	0	2	1	1	0	1	0	0	1	1	1	2			stage2	RuleB,RuleM,RuleD		0	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	수분에센스겔타입이라 끈적임도 없음☝️
nikluge-sa-2022-train-01649		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	3	리무버|neutral;물|neutral;손톱 손상|neutral	final_tuples	3	리무버|negative;물|negative;손톱 손상|negative	3	리무버|negative;물|negative;손톱 손상|negative	3	리무버|negative;물|negative;손톱 손상|negative	inputs.gold_tuples	1	|positive	0	1	implicit	0	1	1	1	1	1	0	0	0	0	3	1	1	0	1	0	0	0	1	1	2			stage2	RuleB	stage2_selected	0	1	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	리무버 없이 물로도 지울 수 있어 손톱 손상이 없어요~
nikluge-sa-2022-train-00630		paper_main	explicit		stage1_tuples	1	아이라이너 색|neutral	final_tuples	1	아이라이너 색|neutral	1	아이라이너 색|neutral	1	아이라이너 색|neutral	inputs.gold_tuples	1	아이라이너 색|positive	1	0	explicit	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1			stage2	RuleB		1	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	그날그날 기분따라 아이라이너 색도 바꿔주고있습니당
nikluge-sa-2022-train-01699		paper_main	explicit		stage1_tuples	1	블러셔|neutral	final_tuples	1	블러셔|negative	1	블러셔|negative	1	블러셔|negative	inputs.gold_tuples	1	블러셔|positive	1	0	explicit	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1			stage2	RuleB	stage2_selected	0	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	생기 있게 표현되고 유지력이 좋은 블러셔
nikluge-sa-2022-train-02909		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	3	까무잡잡한 부위|neutral;등드름|neutral;하얘지기|neutral	final_tuples	3	까무잡잡한 부위|neutral;등드름|neutral;하얘지기|neutral	3	까무잡잡한 부위|neutral;등드름|neutral;하얘지기|neutral	3	까무잡잡한 부위|neutral;등드름|neutral;하얘지기|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0	1	1	2			stage2	RuleB		1	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	까무잡잡한 부위에 꾸준히 사용하니 점점 하얘지기도 하고 평소 고민이던 등드름도 사라지게 해줘서 넘나 좋은 ㅎㅎ
nikluge-sa-2022-train-01108		paper_main	explicit		stage1_tuples	1	실내복|neutral	final_tuples	1	실내복|negative	1	실내복|negative	1	실내복|negative	inputs.gold_tuples	1	실내복|positive	1	0	explicit	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1			stage2	RuleB	stage2_selected	0	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	#역시 넘 예쁜 #실내복
nikluge-sa-2022-train-01743		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	3	관심사|neutral;내피부|neutral;제품|neutral	final_tuples	1	제품|neutral	1	제품|neutral	1	제품|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	-2	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	2			stage2	RuleB	stage2_selected	0	1	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	요즘 나의 관심사는 내피부를 더 #꿀피부로 만들어줄 제품 사용하기
nikluge-sa-2022-train-00448		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	2	악건성|neutral;촉촉|neutral	final_tuples	2	악건성|neutral;촉촉|neutral	2	악건성|neutral;촉촉|neutral	2	악건성|neutral;촉촉|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	1	1	1	CONTRAST_SCOPE		stage2	RuleB		1	0	0	0	0	0	0	0	0		0	0		2.0	0.0	-2.0	악건성인데도 충분히 촉촉하구요 ㅎㅎ
nikluge-sa-2022-train-01811		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	원피스|neutral	final_tuples	1	원피스|neutral	1	원피스|neutral	1	원피스|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0			stage2	RuleB		1	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	요번 #여행 갔을때 원피스에 입었는데 예뻐~
nikluge-sa-2022-train-02973		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	신세계|neutral	final_tuples	1	신세계|negative	1	신세계|negative	1	신세계|negative	inputs.gold_tuples	1	|positive	0	1	implicit	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0			stage2	RuleB	stage2_selected	0	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	이렇게 간편할수가 신세계임
nikluge-sa-2022-train-00969		paper_main	explicit		stage1_tuples	3	#토끼인형|neutral;#프릴장식|neutral;아담한사이즈|neutral	final_tuples	3	#토끼인형|negative;#프릴장식|negative;아담한사이즈|negative	3	#토끼인형|negative;#프릴장식|negative;아담한사이즈|negative	3	#토끼인형|negative;#프릴장식|negative;아담한사이즈|negative	inputs.gold_tuples	1	프릴장식|positive	1	0	explicit	0	1	1	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	1	1	1			stage2	RuleB	stage2_selected	0	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	아담한사이즈 그리고 #프릴장식 까지 넘 사랑스런 #토끼인형
nikluge-sa-2022-train-02944		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	바르고 난 직후|neutral	final_tuples	1	바르고 난 직후|neutral	1	바르고 난 직후|neutral	1	바르고 난 직후|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	CONTRAST_SCOPE		stage2	RuleB		1	0	0	0	0	0	0	0	0		0	0		2.0	0.0	-2.0	역시 바르고 난 직후에는 이렇게 맨들거리지만 금방 바로 흡수되어 버린답니다.
nikluge-sa-2022-train-02208		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	2	각질 부각|neutral;모공|neutral	final_tuples	2	각질 부각|neutral;모공|neutral	2	각질 부각|neutral;모공|neutral	2	각질 부각|neutral;모공|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1			stage2	RuleB		1	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	모공, 각질 부각이 되지 않네요
nikluge-sa-2022-train-00643		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	2	99.9% 자연유래의 착한 성분들|neutral;여성을 위한 제품|neutral	final_tuples	2	99.9% 자연유래의 착한 성분들|neutral;여성을 위한 제품|neutral	2	99.9% 자연유래의 착한 성분들|neutral;여성을 위한 제품|neutral	2	99.9% 자연유래의 착한 성분들|neutral;여성을 위한 제품|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	1	1	2			stage2	RuleB		1	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	99.9% 자연유래의 착한 성분들이라서 안심하고 사용할 수 있는 여성을 위한 제품이랍니당
nikluge-sa-2022-train-00617		paper_main	explicit		stage1_tuples	3	드레스퍼퓸 양양서핑향|neutral;베개|neutral;향|neutral	final_tuples	3	드레스퍼퓸 양양서핑향|neutral;베개|neutral;향|neutral	3	드레스퍼퓸 양양서핑향|neutral;베개|neutral;향|neutral	3	드레스퍼퓸 양양서핑향|neutral;베개|neutral;향|neutral	inputs.gold_tuples	1	더블유드레스룸]드레스퍼퓸 양양서핑향|positive	1	0	explicit	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0	1	1	2			stage2	RuleB		1	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	잠잘 때 좋은 향 맡으면 더 잠이 잘와서 베개에 뿌려주면서 매일 사용하는 [더블유드레스룸]드레스퍼퓸 양양서핑향
nikluge-sa-2022-train-01914		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	7	#승무원세럼|neutral;미스트|neutral;세럼|neutral;앰플|neutral;오일|neutral;토너|neutral;한병|neutral	final_tuples	6	#승무원세럼|neutral;미스트|neutral;앰플|neutral;오일|neutral;토너|neutral;한병|neutral	6	#승무원세럼|neutral;미스트|neutral;앰플|neutral;오일|neutral;토너|neutral;한병|neutral	6	#승무원세럼|neutral;미스트|neutral;앰플|neutral;오일|neutral;토너|neutral;한병|neutral	inputs.gold_tuples	1	|positive	0	1	implicit	-1	1	1	1	1	1	0	0	0	0	6	1	1	0	1	0	0	0	1	1	4			stage2	RuleB	stage2_selected	0	1	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	세럼,오일,미스트,토너,앰플을 한병에 쏘옥~ 담아 #승무원세럼 이라고 부르지요~
nikluge-sa-2022-train-01320		paper_main	explicit		stage1_tuples	4	ph 밸런스|neutral;민감한 부위|neutral;순한여성청결제|neutral;약산성|neutral	final_tuples	4	ph 밸런스|neutral;민감한 부위|neutral;순한여성청결제|neutral;약산성|neutral	4	ph 밸런스|neutral;민감한 부위|neutral;순한여성청결제|neutral;약산성|neutral	4	ph 밸런스|neutral;민감한 부위|neutral;순한여성청결제|neutral;약산성|neutral	inputs.gold_tuples	1	여성청결제|positive	1	0	explicit	0	0	0	0	0	0	0	0	0	0	4	1	1	0	1	0	0	0	1	1	3			stage2	RuleB		1	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	그리고 pH 밸런스를 약산성으로 유지시켜주는 #순한여성청결제라 민감한 부위도 안심하고 케어할 수 있을 것 같더라고요~👍
nikluge-sa-2022-train-01495		paper_main	explicit		stage1_tuples	4	메이크업|neutral;미세버블|neutral;보습폼클렌저|neutral;피부|neutral	final_tuples	4	메이크업|neutral;미세버블|neutral;보습폼클렌저|neutral;피부|neutral	4	메이크업|neutral;미세버블|neutral;보습폼클렌저|neutral;피부|neutral	4	메이크업|neutral;미세버블|neutral;보습폼클렌저|neutral;피부|neutral	inputs.gold_tuples	1	보습폼클렌저|positive	1	0	explicit	0	0	0	0	0	0	0	0	0	0	4	1	1	0	1	0	0	0	1	1	3			stage2	RuleB		1	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	쫀쫀한 미세버블이 메이크업을 효과적으로 제거해주고 피부는 촉촉하게 가꿔주는 #보습폼클렌저
nikluge-sa-2022-train-01919		paper_main	explicit		stage1_tuples	2	마스크팩|neutral;피부|neutral	final_tuples	1	마스크팩|neutral	1	마스크팩|neutral	1	마스크팩|neutral	inputs.gold_tuples	1	마스크팩|positive	1	0	explicit	-1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1			stage2	RuleB	stage2_selected	0	1	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	피부에따라 골라쓰기 좋은 #마스크팩
nikluge-sa-2022-train-02707		paper_main	explicit		stage1_tuples	1	씹는치약|neutral	final_tuples	1	씹는치약|negative	1	씹는치약|negative	1	씹는치약|negative	inputs.gold_tuples	1	씹는치약|positive	1	0	explicit	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0			stage2	RuleB	stage2_selected	0	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	요즘 대세 #씹는치약
nikluge-sa-2022-train-02270		paper_main	explicit		stage1_tuples	1	페이즐리 쉬폰블라우스|neutral	final_tuples	1	페이즐리 쉬폰블라우스|negative	1	페이즐리 쉬폰블라우스|negative	1	페이즐리 쉬폰블라우스|negative	inputs.gold_tuples	1	페이즐리 쉬폰블라우스|positive	1	0	explicit	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0			stage2	RuleB	stage2_selected	0	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	페이즐리 쉬폰블라우스 완전 내스타일이야~
nikluge-sa-2022-train-00578		paper_main	explicit		stage1_tuples	2	#758레드 컬러|neutral;#디올선미레드|neutral	final_tuples	2	#758레드 컬러|neutral;#디올선미레드|neutral	2	#758레드 컬러|neutral;#디올선미레드|neutral	2	#758레드 컬러|neutral;#디올선미레드|neutral	inputs.gold_tuples	1	758레드 컬러|positive	1	0	explicit	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	1	1	2			stage2	RuleB		1	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	#디올선미레드 라는 애칭이 벌써 붙었을만큼 핫한 #758레드 컬러는 &name&씨도 사용했네욤!💄
nikluge-sa-2022-train-00244		paper_main	explicit		stage1_tuples	4	마스킹 레이어링 앰플|neutral;보관|neutral;앰플캡|neutral;휴대|neutral	final_tuples	4	마스킹 레이어링 앰플|negative;보관|negative;앰플캡|negative;휴대|negative	4	마스킹 레이어링 앰플|negative;보관|negative;앰플캡|negative;휴대|negative	4	마스킹 레이어링 앰플|negative;보관|negative;앰플캡|negative;휴대|negative	inputs.gold_tuples	1	앰플캡|positive	1	0	explicit	0	1	1	1	1	1	0	0	0	0	4	1	1	0	1	0	0	0	1	1	3			stage2	RuleB	stage2_selected	0	1	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	마스킹 레이어링 앰플은 메디힐에서 새로 출시한 앰플로..앰플캡도 편리해서 휴대,보관도 용이하네요!
nikluge-sa-2022-train-00829		paper_main	implicit	not evaluated for explicit F1	trace_atsa	1	|positive	inputs.aspect_sentiments	0		0		0		inputs.gold_tuples	1	|positive	0	1	implicit	-1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0			stage1	RuleB,RuleM,RuleD,RuleE	same_stage_tuples_differ	0	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	어머 너무 예뻐 >_<..
nikluge-sa-2022-train-00489		paper_main	explicit		stage1_tuples	4	내 얼굴|neutral;밝은 곳|neutral;스포트라이트 조명|neutral;어두운 곳|neutral	final_tuples	4	내 얼굴|neutral;밝은 곳|neutral;스포트라이트 조명|neutral;어두운 곳|neutral	4	내 얼굴|neutral;밝은 곳|neutral;스포트라이트 조명|neutral;어두운 곳|neutral	4	내 얼굴|neutral;밝은 곳|neutral;스포트라이트 조명|neutral;어두운 곳|neutral	inputs.gold_tuples	1	스포트라이트 조명|positive	1	0	explicit	0	0	0	0	0	0	0	0	0	0	4	1	1	0	1	0	0	0	1	1	4			stage2	RuleB		1	0	0	0	0	0	0	0	0		0	0		0.0	0.0	0.0	스튜디오에서 촬영하듯, 스포트라이트 조명을 쏴주는데 어두운 곳에선 어두운 곳대로 밝은 곳에선 또 밝은 곳대로 내 얼굴만 밝고 환하게 예쁘게 나오게 해주네여 ㅎㅎ
